Name,Rank,Category,Followers,Audience Country,Authentic Engagement,Engagement Avg.
simonettalein,644,Beauty,11500000.0,India,234200.0,322100.0
troyesivan,645,Artists,13200000.0,United States,196200.0,282200.0
alvxaro,646,Lifestyle,9700000.0,Brazil,156200.0,391000.0
paulwalker,647,Actors,15000000.0,India,179800.0,246700.0
amandacerny,648,Humor,24000000.0,India,95800.0,153800.0
yamigautam,649,Actors,16000000.0,India,198700.0,230100.0
candiceking,650,Family,9900000.0,Brazil,269400.0,375700.0
snoopdogg,651,Lifestyle,74600000.0,United States,36900.0,49800.0
thiago6,652,Sports,9600000.0,United Kingdom,226400.0,389000.0
egorkreed,654,Music,14700000.0,Russia,202300.0,248900.0
amybethmcnulty,655,Lifestyle,7300000.0,Brazil,364100.0,499700.0
charles_leclerc,656,Racing,8000000.0,Italy,347000.0,461100.0
avengers,657,Actors,13500000.0,India,213900.0,268000.0
dbook,658,Sports,5400000.0,United States,349300.0,687000.0
l7nnon,659,Lifestyle,8100000.0,Brazil,193500.0,460900.0
faz3,660,Lifestyle,14400000.0,United Arab Emirates,194800.0,256300.0
kentooyamazaki,661,Actors,5000000.0,Japan,636600.0,740000.0
alishalehmann7,662,Sports,7800000.0,Brazil,248200.0,468800.0
machinegunkelly,664,Music,9700000.0,United States,234000.0,376200.0
davikah,665,Modeling,16900000.0,Thailand,161600.0,210200.0
blythe,666,Actors,13500000.0,Philippines,229700.0,261500.0
kingryan,667,Fitness,8900000.0,United States,267200.0,403600.0
sthefanematos,668,Lifestyle,9900000.0,Brazil,159300.0,365600.0
_agentgirl_,669,Shows,18600000.0,Russia,164400.0,189400.0
riyadmahrez26.7,670,Sports,9100000.0,Algeria,306800.0,395200.0
ler_chek,671,Lifestyle,10400000.0,Russia,264000.0,342000.0
arthuraguiar,672,Music,13900000.0,Brazil,116900.0,270800.0
harshbeniwal,673,Humor,5600000.0,India,488400.0,636000.0
youngdae0302,674,Music,4400000.0,Indonesia,607300.0,801600.0
sugaringcandy,675,Others,2500000.0,Others,0.0,1400000.0
casemiro,676,Sports,15900000.0,Spain,146600.0,219800.0
jojotodynho,677,Music,22500000.0,Brazil,96500.0,155300.0
srinidhi_shetty,678,Others,4200000.0,India,630500.0,849200.0
amin.hayai,679,Others,9000000.0,Iran,301500.0,396900.0
dylanminnette,680,Music,7400000.0,United States,292100.0,474800.0
aliandooo,682,Music,16700000.0,Indonesia,134800.0,215100.0
mclomaofficial,683,Music,8100000.0,Brazil,253100.0,433100.0
ewsbdi,684,Others,4500000.0,Indonesia,515200.00000000006,770100.0
pokimanelol,685,Lifestyle,6100000.0,United States,430600.0,567000.0
emmaroberts,686,Actors,18100000.0,United States,126700.0,187800.0
lucyhale,687,Actors,24500000.0,United States,106300.0,139100.0
stebinben,688,Music,10600000.0,India,260200.0,318900.0
juki_lop,689,Shows,9400000.0,Mexico,314500.0,365500.0
alfinetei,690,Humor,21700000.0,Brazil,71100.0,160900.0
centralcee,691,Lifestyle,3700000.0,United Kingdom,382200.0,936000.0
syifahadjureal,692,Modeling,15400000.0,Indonesia,177600.0,219300.0
d_degeaofficial,693,Sports,13500000.0,United Kingdom,176100.0,248800.0
elmarianaa,694,Humor,3800000.0,Mexico,607300.0,887800.0
calumhood,695,Music,7000000.0,United States,305900.0,490900.0
coolio_daryl,696,Others,5900000.0,Others,0.0,581300.0
willyrex,697,Shows,8700000.0,Spain,330300.0,392100.0
liltjay,698,Lifestyle,7400000.0,United States,251600.0,464500.0
floydmayweather,699,Fitness,28400000.0,United States,66900.0,118100.0
georgenotfound,700,Others,3000000.0,United States,1000000.0,1100000.0
onwardwanna,701,Lifestyle,5600000.0,United States,364700.0,608300.0
milad_khahhh,702,Lifestyle,6500000.0,Iran,379900.0,541000.0
angela_aguilar_,703,Lifestyle,8700000.0,Mexico,316900.0,383600.0
kaliuchis,704,Music,3900000.0,United States,491700.0,848700.0
joaoguilherme,705,Music,16100000.000000002,Brazil,105800.0,205500.0
salmahayek,707,Actors,21500000.0,United States,123900.0,152500.0
rezagolzar,708,Actors,12200000.0,Iran,190900.0,280700.0
acunilicali,709,Actors,13700000.0,Turkey,198600.0,245400.0
lacikaysomers,710,Music,12200000.0,United States,158600.0,272300.0
karna.val,711,Lifestyle,7300000.0,Russia,385100.0,449200.0
arsenal,712,Sports,22200000.0,United Kingdom,97300.0,146000.0
anas,713,Family,5700000.0,Others,0.0,577700.0
saipallavi.senthamarai,714,Others,5900000.0,India,481100.0,551900.0
nct_dream,715,Others,10200000.0,Indonesia,280800.0,312500.0
violets.tv,716,Adult content,13900000.0,Italy,171700.0,236000.0
tohi,717,Lifestyle,12000000.0,Iran,188400.0,275200.0
rodridepaul,718,Sports,4800000.0,Argentina,372700.0,675700.0
maneskinofficial,719,Lifestyle,6100000.0,Italy,374400.0,528400.0
wanda_nara,720,Lifestyle,13600000.0,Argentina,165200.0,233300.0
perspolis,721,Sports,8100000.0,Iran,281200.0,400100.0
grisha_eric,722,Others,12400000.0,Turkey,174800.0,252100.0
miamalkova,723,Actors,11000000.0,India,211900.0,287600.0
nba,724,Sports,69000000.0,United States,29900.0,45300.0
gima_ashi,725,Lifestyle,14600000.0,India,157300.0,214400.0
burcuozberk,726,Actors,9300000.0,Turkey,263700.0,341700.0
everyone_woo,727,Others,2900000.0,Indonesia,835000.0,1100000.0
egupta,728,Lifestyle,8700000.0,India,286400.0,359100.0
jennifer.garner,729,Actors,13300000.0,United States,202700.0,229300.0
normani,730,Lifestyle,7300000.0,United States,271100.0,423600.0
03_hu,731,Lifestyle,4200000.0,South Korea,600100.0,736100.0
mrancelotti,732,Sports,8400000.0,Italy,234700.0,366000.0
jorgelopez_as,733,Actors,9600000.0,Brazil,194000.0,318500.0
huddy,734,Lifestyle,11700000.0,United States,186100.0,256899.99999999997
kenzie,735,Artists,14900000.0,United States,132300.0,201400.0
staskaranikolaou,737,Lifestyle,11100000.0,United States,184600.0,271400.0
saharghoreyshiofficialpage,738,Lifestyle,11600000.0,Iran,179700.0,262000.0
beberexha,739,Music,10800000.0,India,188500.0,279200.0
dqsalmaan,740,Actors,10600000.0,India,208600.0,282500.0
soyneiva,741,Adult content,11900000.0,Brazil,188400.0,252200.0
tamannaahspeaks,742,Music,17200000.0,India,148100.0,172800.0
dava_m,743,Business,13600000.0,Russia,170900.0,220900.0
nodal,744,Music,9400000.0,Mexico,220700.0,324800.0
vanessabryant,745,Sports,15600000.0,United States,144600.0,189300.0
littlemix,746,Music,16000000.0,Brazil,137900.0,186400.0
issavegas,747,Fitness,9100000.0,Mexico,281700.0,330800.0
iqbaal.e,748,Actors,13500000.0,Indonesia,127700.0,220000.0
fadiljaidi,749,Lifestyle,7700000.0,Indonesia,259500.0,389500.0
briandadeyanara,750,Others,13000000.0,Mexico,192500.0,226600.0
avrillavigne,751,Music,11400000.0,Brazil,207300.0,257700.0
rafaelnadal,752,Sports,15600000.0,Spain,151100.0,188800.0
dearra,753,Lifestyle,6300000.0,United States,192200.0,478500.0
courteneycoxofficial,754,Actors,12200000.0,India,180900.0,239400.0
superm,755,Shows,5200000.0,Indonesia,502200.0,570400.0
tamerhosny,756,Music,22700000.0,Egypt,105000.0,129100.0
valentinazenere,757,Modeling,10000000.0,Brazil,238500.0,290300.0
maddieziegler,758,Actors,13900000.0,United States,139100.0,208100.0
canelo,759,Fitness,13400000.0,Mexico,154500.0,215700.0
vernonline,760,Others,4099999.9999999995,Others,0.0,719400.0
veradijkmans,761,Adult content,5400000.0,United States,391800.0,550700.0
willevy,762,Shows,10600000.0,Brazil,204300.0,275500.0
natalee.007,763,Modeling,7000000.0,United States,328000.0,419600.0
indiaroyale,764,Lifestyle,4300000.0,United States,232100.0,687700.0
sebastianyatra,765,Music,29700000.0,Argentina,70600.0,97600.0
yefersoncossio,766,Lifestyle,9500000.0,Colombia,213200.0,313000.0
nabilla,767,Beauty,7700000.0,France,275000.0,378600.0
andresiniesta8,768,Sports,39700000.0,Spain,49400.0,72200.0
spacex,769,Science,15000000.0,United States,157900.0,191700.0
letthelordbewithyou,770,Lifestyle,27300000.0,United States,68800.0,105100.0
soueunavida,771,Humor,18100000.0,Brazil,84200.0,159800.0
tiagopzk,772,Music,5100000.0,Argentina,249900.0,570300.0
la_beaute_africaine,773,Photography,1600000.0,Senegal,919900.0,1900000.0
alvaromorata,774,Sports,17400000.0,Italy,105700.0,164100.0
ansufati,775,Sports,8700000.0,Spain,217800.0,330300.0
joelocke03,776,Actors,3100000.0,United States,0.0,918600.0
dagelan,777,Humor,20900000.0,Indonesia,80800.0,137600.0
bumkeyk,778,Music,9200000.0,Indonesia,259100.00000000003,310400.0
tombrady,779,Sports,12500000.0,United States,123000.0,227900.0
streetartglobe,780,Artists,17000000.0,United States,123000.0,166800.0
nobru,781,Machinery,13500000.0,Brazil,145300.0,211900.0
philfoden,782,Sports,5000000.0,United Kingdom,326200.0,571500.0
brycehall,783,Music,7300000.0,United States,304600.0,390700.0
kaka,784,Sports,18700000.0,Brazil,91000.0,148400.0
adidasfootball,785,Sports,31500000.0,Brazil,64800.0,88100.0
asala,786,Shows,6900000.0,United Arab Emirates,0.0,408600.0
theamitbhadana,787,Shows,8400000.0,India,277600.0,342800.0
yg_treasure_official,788,Music,5400000.0,Indonesia,408900.0,522600.0
brfootball,789,Sports,12400000.0,United States,137900.0,222500.0
jenna_chew,790,Fitness,6700000.0,United States,344900.0,421400.0
cocielo,791,Actors,18700000.0,Brazil,94500.0,147700.0
hyeri_0609,792,Music,7300000.0,South Korea,320100.0,385700.0
netflix,793,Actors,30400000.0,Brazil,55800.0,90500.0
sagar_pop02,794,Lifestyle,7500000.0,India,237700.0,373900.0
skaijackson,795,Lifestyle,8000000.0,United States,198400.0,350500.0
dejesusoficial,796,Sports,17500000.0,Brazil,101600.0,156800.0
kawtarbamo,797,Actors,7400000.0,Morocco,277000.0,375300.0
roddyricch,798,Lifestyle,6900000.0,United States,210500.0,404200.0
barackobama,799,Finance,35400000.0,United States,66700.0,77500.0
dhanushkraja,800,Actors,4400000.0,India,489700.0,634400.0
bowerjamie,801,Actors,3800000.0,Italy,547200.0,730000.0
galatasaray,802,Sports,11500000.0,Turkey,195700.0,236400.0
tomhardy,803,Lifestyle,8700000.0,Iran,252600.0,313500.0
pooorblack,804,Others,4600000.0,Iran,472800.0,611600.0
